text,hypothesis,labels,task_name,label_text,validated_labels,validation_source
"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"it 's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
vile and tacky are the two best adjectives to describe ghost ship .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"although it 's a bit smug and repetitive , this documentary engages your brain in a way few current films do .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
boring we did n't .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
one of the greatest romantic comedies of the past decade .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
even the unwatchable soapdish is more original .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
"pryor lite , with half the demons , half the daring , much less talent , many fewer laughs .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"a recent favourite at sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard 's pyromania .",the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
has a shambling charm ... a cheerfully inconsequential diversion .,the sentiment of this text is negative,1,sst2,not_entailment,1,gpt-4o-2024-11-20
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel .",the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,the sentiment of this text is negative,0,sst2,entailment,0,gpt-4o-2024-11-20
Tune in LIVE at 12:00pm ET for The Ice Guys {{USERNAME}} NHL hockey betting show presented by the {{USERNAME}} as the Ice Guys crew analyze the Sunday NHL betting card  Be sure to subscribe to the Ice Guys YouTube channel and watch the show here {{URL}},this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
So thankful for {{USERNAME}} He’s the king of HYPE!!  #jlofest,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
The City by {@Goldfinger@} can be the greatest exam soundtrack ever made,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Also I would like to thank {@BTS_twt@} for making the release at midnight EST again. Thank you. You can have my firstborn. She’s a bit loud but so are you so it’s fine,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Oh baru perasan yg {{USERNAME}} ada new video on SKZ! They reacted to queen Levanter gais ❣ This was their first song as an 8 member group. Actually SKZ pny MV ada chronology dia since predebut so u have to watch in sequence to understand the message {{URL}},this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Carrie Underwood & John Legend - Hallelujah (Official Music Video) {{URL}} via {@YouTube@} Hallelujah,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
"Come on England, making bloody hard work of this  #SLvENG #England {@England Cricket@} ",this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
"27 holes {{USERNAME}} to kick off the week in Myrtle Beach, and Colin Morikawa wins the Open Championship! Great way to start vacation week!",this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Sam Johnstone just saved us from all the Maguire > Van Dijk shouts for the next year.   Thank you {{USERNAME}} x,this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Hii Everyone  I m new to stan Twitter. Please help & rt to find Mutuals.  I Stan- {@Taylor Swift@} {@KATY PERRY@} {@Ariana Grande@} {@The Cursed Madonna@} {@MONTERO@} {@Calvin Harris@} {@Justin Bieber@} {@Karlie Kloss@} {@ye@} {@Kim Kardashian West@} {{USERNAME}} and Yes I am straight fanboy,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
". {{USERNAME}} 27-game winning streak in real jeopardy as they are down by 5 going into the bottom of the 7th (last inning).  One way or another, it is an amazing streak and it will be exciting to see what they can do against some bigger schools in the NCAA tourney.",this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Pre-save my new album  Da Carter: Back 2da Trapp  on Spotify: {{URL}} (powered by {@DistroKid@} ),this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
. {@Olivia Rodrigo@}  s  drivers license  scores the biggest UK sales week for a #1 debut single since {@zayn@}  s  PILLOWTALK  in 2016.,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
NEW BOOK: The Street-wise Guide to the Devil and His Works by Stephen Davies {{URL}} via {@Amazon co uk@},this text is about arts and culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
"Our national writers made their cases for who should be the fourth team in the College Football Playoff, after Alabama, Clemson and Ohio State.   Yo, #Sooners fans, go follow {@Ari Wasserman@} . He s your friend. {{URL}} ",this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
"Yoongichi, you re strong and you re a fighter! Your health is of top concern, so please have plenty of rest and hope you have a very speedy recovery. Praying for you to get well real soon and come back stronger than ever! Take care  {@BTS_twt@} ",this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
"SB: “ {{USERNAME}} was pretty lights out on the mound, had great command, great poise and I am really proud of her,” said Wooster coach Jodie Schumacher. “She will be dearly missed, her leadership in the field and at the plate — she has a lot of experience it showed.” #TDR",this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Anyone else having the problem to no being able to pick up any items in Genshin? Started yesterday and I don t know what to do ;A; {{USERNAME}} {@Genshin Impact@},this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
News from {{USERNAME}} - {{USERNAME}} : the second edition of  A/Way together  to understand the importance of #vaccines. Find out more: {{URL}},this text is about science and technology,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
The Walking Dead Season 10 Episode 18 Full Scene {{URL}} #TheWalkingDead I m looking forward to watching the new episode #TWD #TWDFamily {@Melissa McBride@} {@norman reedus@} #DarylDixon #laurencohan #FearTWD #WalkingDead #Negan #TVShows #comic #horror #GeekLove,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Com on {@Dominick Cruz@} give him a break  {@UFC@} #UFC #FightNight,this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
♫ #NowPlaying “Believer (feat. Lil Wayne)” by {@Imagine Dragons@} on #Anghami {{URL}},this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Stuffed White Camo Deer Head / Stuffed Deer Head Mount /Stuffed Animal Head /Faux animal head / Kids Room Decor / Best Baby Shower gifts {{URL}} via {@Etsy@},this text is about arts and culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Petition for {{USERNAME}} to cover Stay by the Kid LAROI and Justin Bieber,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
"#49ers vs #AZCardinals still remains scheduled for 4:25PM despite poor air quality conditions, per {@Adam Schefter@} ",this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
"Burning Hot Babes: Disha Patani, Nora Fatehi & Janhvi Kapoor’s unseen stunning sensuous avatars that made us feel the heat   Follow us on {{USERNAME}} #DishaPatani #HotBabes #JanhviKapoor #NoraFatehi #stunningsensuousavatars #youngdivas {{URL}} ",this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Permission to dance MV has surpassed 100M views!!! Congratulations {@BTS_twt@} GREAT JOB EVERYONE!!! But let s keep it up stream #PermissiontoDance #PermissiontoDance100M,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Happy Mother’s Day to all mothers working {{USERNAME}} it’s been a tough year. Keep family close and tell them you love them,this text is about daily life,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
I need the vaccine solely so {{USERNAME}} can come over to watch the second Jumanji movie,this text is about pop culture,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
Love to take night time bike rides at the jersey shore. Seaside Heights boardwalk. Beautiful weather. Wishing everyone a safe Labor Day weekend in the US. Photo {{USERNAME}} {{URL}},this text is about daily life,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
"Joined {{USERNAME}} ’s episode of Real Pod Wednesdays to discuss Ohio State’s 2021 recruiting class.  Talked about which guys I think could make an instant impact, who deserves more publicity and gave my overall thoughts on one of the best classes in OSU history. {{URL}} ",this text is about sports and gaming,0,tweet_topic,entailment,0,gpt-4o-2024-11-20
