text,entailment,hypothesis,task,llama,base_nli,large_nli,base_debate,large_debate,base_modern,large_modern
"Their work was published in 2010 in the journal Review of Economics and Statistics and found that , in the restaurant and retail industries , boosting the minimum wage by 10 percent had effectively no impact on employment levels .",1,the author of this text opposes the minimum wage,stance,1,1,1,0,0,1,1
Decreased Turnover Rate : Employees who are making a higher minimum wage feel more comfortable and satisfied in their minimum wage jobs meaning they are less likely to quit .,0,the author of this text supports the minimum wage,stance,0,0,1,0,0,0,0
"Specifically , he advocates setting a minimum wage at half of the median full-time wage in a given jurisdiction , a standard that would have yielded minimum wages ranging from $ 12.45 in Massachusetts to $ 7.97 in Mississippi .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
A minimum wage hike will only help to foster more inflation .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
The ability of the earned income tax credit to deliver larger monetary benefits to the poor workers than an increase in the minimum wage and at a lower cost to society was documented in a 2007 report by the Congressional Budget Office .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Many of the anti-raise arguments are challenged in this DOL fact sheet ; and the fact that small and large businesses alike are already deciding to raise their minimum wages on their own accord makes it seem as if the “ pro ” of the debate is winning .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"Especially for low-skill workers and for young workers , the two groups of workers who will be disproportionately hit by a minimum-wage increase , ours is a labor market in crisis .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"For more than 75 years , real GDP per capita has steadily increased , even when the minimum wage has been raised .",1,the author of this text opposes the minimum wage,stance,1,1,1,0,1,1,1
I would challenge people to consider lowering or eliminating the federal minimum wage .,0,the author of this text opposes the minimum wage,stance,0,0,0,0,0,0,0
There is no way a minimum wage can stimulate the economy .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Even some cities are raising their minimum wage .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"In such a situation , a minimum wage can not only make workers better off but can also lead to more efficient levels of production and employment .",0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,0
"In interpreting this estimate , note that a 10 % increase in the minimum wage does not raise the average wage of teenagers by 10 % . ”",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"Competition Will Intensify : If minimum wage increases , overly qualified individuals will be vying for minimum wage positions , pushing younger , inexperienced workers out of the running and robbing them of their opportunity to gain experience and knowledge to build a resume for themselves and enter the workforce .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
"By increasing the minimum wage by almost three dollars more an hour , these workers would better be able to support themselves and their families .",0,the author of this text supports the minimum wage,stance,0,0,0,0,0,0,0
"If the minimum wage had kept pace with inflation since its peak value in 1968 , it would now stand at $ 10.74 per hour .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,0,1,1
""" Minimum-wage jobs are meant for high school students ! """,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
The current federal minimum wage is starvation pay and must become a living wage .,1,the author of this text opposes the minimum wage,stance,1,0,1,0,1,0,0
"Trierweiler explains that if the minimum wage were raised , the cost of day care would go up .",1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Eliminating just a portion of these expenses pays for increased minimum wages . ”,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
Edgerton went on to warn that raising the wage uniformly would inevitably put southern manufacturers out of business .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Let the issues such as minimum wage be determined by mutual agreement between the employers and representatives of the employees who work for them .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Raising minimum wage can increase the cost of product .,1,the author of this text supports the minimum wage,stance,1,1,1,1,1,1,1
Eleven states have adopted indexed minimum wages since 2001 .,1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"Proponents of the higher minimum wage say that employees who work full time should be able to live off their pay , and in places that have high costs of living , that ’s becoming increasingly difficult .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"In announcing his proposal to increase the minimum wage , the president argued that doing so would alleviate poverty .",1,the author of this text opposes the minimum wage,stance,1,1,1,1,1,1,1
"Thus , according to this explanation , in the absence of the minimum wage law unskilled workers would be paid approximately the same amount and an increase above this equilibrium point could likely bring about increased unemployment for the low and unskilled workers .",1,the author of this text supports the minimum wage,stance,1,0,1,1,1,0,0
"If you trust government officials and politicians to legislate and enforce a minimum wage for unskilled workers , you should logically trust those same bureaucrats to set all prices , wages and interest rates in the economy .",1,the author of this text supports the minimum wage,stance,1,0,1,1,0,1,1
A higher minimum wage would reduce government welfare spending .,0,the author of this text supports the minimum wage,stance,1,1,1,0,0,0,0
"In areas like Mississippi where the cost of living and average incomes are especially low , employers would need to spend proportionally more to pay their minimum wage employees than employers in higher cost areas like Hawaii , and yet would be unable to cover the cost by raising prices because their customers would not be able to afford them .",1,the author of this text supports the minimum wage,stance,1,0,1,1,1,1,1
