task,premise,entailment,hypothesis,validation_source,base_nli,large_nli,base_debate,large_debate,llama,base_modern,large_modern
firearms,A Catholic man was shot and injured as he sat in the cab of his truck in a Catholic area of Armagh.  The Loyalist Volunteer Forces (LVF) later claimed responsibility but did not provide a motive for the attempted assassination.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
firearms,A postman was killed by two gunmen while collecting the mail in Yala's Muang District.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,Israeli Defense Forces (IDF) found and defused two large bombs near the West Bank city of Nablus.  One of the devices was left near a road used by IDF vehicles.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"Five people were killed including three members of awakening council (Sahwa) and eight others were injured including three policemen.  The deaths occurred when a suicide car bomber exploded at a joint check point of police and awakening members. The attack took place in ThuloÕiyah, a town south of Tikrit.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,One person was killed and another four were wounded when an improvised explosive device inside a minibus went off. It is unclear whether the device was planted there or it was simply being transported by the minibus. The attack took place when the minibus was passing Rustumiya area of Baghdad.The group responsible for the attack remains unknown,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Gunmen opened fire at the convoy of former Iraqi planning minister Mahdi al-Hafiz while he was driving on BaghdadÕs airport road. al-Hafiz was not injured in the attack, although one of his bodyguards was killed and two wounded. Members of IraqÕs new government are the frequent target of insurgent attacks.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
firearms,"A UK citizen was fired on as he traveled in his car from his work to his home in Riyadh.  Three unidentified gunmen sprayed five bullets at the vehicle, but did not injure the driver.  The victim was an employee of British Airways.  No group claimed responsibility for the attack.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,Two explosions occurred within 30 minutes of each other in Herat District.  The first explosion occurred in front of Soltan High School but did not cause any damage or casualties.  Note: Incident date is approximate.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,An explosive device went off in a wooded area in the Achkhoy-Martan district of Chechnya. The blast occurred as the residents were returning home by lorry from picking wild leek. Six people were killed and seven others injured in the attack. An investigation had been opened.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"A lawyer for a codefendant in Saddam Hussein's trial was killed and another lawyer wounded when three gunmen attacked their vehicle, opening fire on the lawyers in Baghdad. Adel al-Zubeidi, who was representing former Iraqi Vice President Taha Tassin Ramadan and Barzan al-Tikriti, Saddam Hussein's half brother, was killed in the attack. Thami al-Khuzaie, also on the team representing the two men, was wounded in the attack. This was the second attack on lawyers of Hussein's codefendants. The first, about three weeks ago, resulted in the death of Saadoun al-Janabi, the lawyer for Awad al-Bandar.Following the attack, lawyers for Saddam Hussein, his aides, and lawyers representing other defendants  severed all contact with the court and called the upcoming trial illegitimate. The attorneys claimed it was not safe for them to do their work. The head of Saddam Hussein's legal team, Khalil al-Dulaimi,  blamed the US occupation forces for their failure to protect the people and prevent such attacks. The government rejected their boycott.On November 15, AP reported that Thamir al-Khuzaie, who was injured in the attack, had fled the country and was seeking asylum in Qatar. Several days earlier sources reported that the majority of Saddam Hussein's defense team had also fled the country, citing security concerns.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,A roadside bomb targeting a police patrol in Kut wounded four members of a police rapid reaction force.  Attacks on police are frequent in Iraq.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"Experts defused a letter-bomb sent to the Soviet Embassy in Kensington district.  The device was in a white envelope approximately 6 inches by 3 inches with an illegible postmark.  The JDL (Jewish Defense League), a predominantly U.S.-based Zionist group claimed responsibility.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,"A former major general in the Iraqi Army, Kurji Salman al-Dulaymi, was killed by gunmen who opened fire on him in Baghdad. Attacks on those who served under Saddam Hussein are frequent in Iraq.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"A time bomb detonated at a tax office in Istanbul Province, causing financial damage to the dining hall, surrounding buildings and vehicles parked nearby.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,A media assistant working for a Mowtin local newspaper was assassinated near the national theater in Karadah - Baghdad. The unknown attacker used a firearm with a silencer to commit the assassination.The journalist Qasim Al-Oqabi was a freshmen in the college of journalism in Baghdad.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
firearms,"Gunmen attacked a police checkpoint along the Baghdad-Wasit highway, killing eight civilians and six policemen.  Attacks on police are frequent in Iraq.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,A bomb went off at the Shell Oil company.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"Five people were killed in a suicide bomb attack in the Chechen capital Grozny around 5pm in front of a concert hall. Amongst the dead, were three police officers, one civilian and the bomber. At least 10 people were wounded in the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A bomb exploded at the main power plant in Zummar, Sinjar Administrative region (northern Iraq), wounding three people.  Attacks on utilities and energy infrastructure are frequent in Iraq, as insurgents attempt to destabilize the country's reconstruction.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A bomb explosion caused $50 million in damage to a Litton Industries plant near Toronto.  The plant manufactures guidance systems for the controversial cruise missiles that the United States is planning to deploy in Western Europe through NATO.  The plant has been the site of various anti-nuclear and disarmament protests.  A group calling itself Direct Action took responsibility for the attack.  There was initial speculation that they may be members of the French Action Directe.  Terrorist demolition teams were suspected of entering Canada from Europe and possibly obtaining the explosives and other logistical support from local radical groups such as remnants of the Front for the Liberation of Quebec (FLQ), some of whose members were recently training in PLO camps in Lebanon.  This is the second attack claimed in Canada by this group, the last being May 31 of this year.NOTE:  Direct Action was a Canadian group of militant activists.    The five members received prison sentences for this bombing and were released after serving or being granted parole.   There was no connection to any foreign groups.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A large bomb detonated at an office building in Karachi, killing two and injuring four.  The device set to a timer, contained 500 grams of explosives and had been placed near a pillar of the twelve story building's entrance on Sharae Faisal route.  The building houses offices of several multinational companies.  Pakistani officials, as usual, suggested Indian involvement in the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"The Tupac Amaru Revolutionary Movement (MRTA) planted three homemade explosive devices in outlying areas of Lima, which were defused by the bomb squad.  The devices were attached to red flags, one of which bore the MRTA acronym.  The first was found in Ate-Vitarte in eastern Lima, the second in Santa Anita, and the third in El Agustino.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"Gunmen with the Taliban assaulted a police post in Wardag.  The group claimed to have killed eight police officers in the attack.  However, the police spokesperson, while acknowledging the attack, denied suffering any casualties.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
firearms,"Ghalid al-Ubaydi, a candidate in the upcoming December 15 elections for the Iraqi Front for National Dialogue, was assassinated by gunmen who opened fire on him in Baghdad. Political figures are the frequent target of insurgent attack in Iraq.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
